pьrvъ	czech	prvý	ˈpr̩viː		IN_WIKTIONARY
pьsàti	czech	psáti	ˈpsaːt
pьxati	czech	pcháti	ˈpxaːt
pьzděti	czech	bzdíti	ˈbzɟiːcɪ
pьšenò	czech	pšeno	ˈpʃɛno	ˈpʃɛno	SAME
pь̀lnъ	czech	plný	pl̩niː		IN_WIKTIONARY
pь̀rstъ	czech	prst	pr̩st		IN_WIKTIONARY
pь̀rsь	czech	prs	pr̩s		IN_WIKTIONARY
pь̀strъ	czech	pestrý	ˈpɛstriː		IN_WIKTIONARY
pь̀sъ	czech	pes	pɛs		IN_WIKTIONARY
pь̑lstь	czech	plstʹ	pl̩st
pь̑nь	czech	peň	ˈpɛɲ		IN_WIKTIONARY
pь̑rstь	czech	prstʹ	ˈpr̩st
rebrò	czech	žebro	ˈʒɛbro		IN_WIKTIONARY
rekti	czech	říci	ˈr̝iːt͡sɪ		IN_WIKTIONARY
remy	czech	řemen	ˈr̝ɛmɛn		IN_WIKTIONARY
rědъkъ	czech	řídký	ˈr̝iːtkiː		IN_WIKTIONARY
rě̄kà	czech	řeka	ˈr̝ɛka		IN_WIKTIONARY
rě̑čь	czech	řeč	ˈr̝ɛt͡ʃ		IN_WIKTIONARY
rę̑dъ	czech	řad	ˈr̝at		IN_WIKTIONARY
ritь	czech	řitʹ	ˈr̝ɪt
rìnǫti sę	czech	řinouti se	r̝ɪnou̯t ɪ sɛ
rodìti	czech	roditi	ˈroɟɪt	ˈroɟɪtɪ	DIFFERENT
rokъ	czech	rok	rok		IN_WIKTIONARY
rosà	czech	rosa	ˈrosa		IN_WIKTIONARY
rovъ	czech	rov	ˈrof	ˈrof	SAME
ròjь	czech	roj	[ˈroj]		CORRECTED
rȏdъ	czech	rod	ˈrot		IN_WIKTIONARY
rȏgъ	czech	roh	ˈrox		IN_WIKTIONARY
rǫbìti	czech	roubiti	[ˈrou̯bɪt]		CORRECTED
rǭkà	czech	ruka	ˈruka		IN_WIKTIONARY
rǫ̑bъ	czech	rub	rup		IN_WIKTIONARY
rȗdъ	czech	rudý	ˈrudiː		IN_WIKTIONARY
rȗx	czech	ruch	ˈrux	ˈrux	SAME
rỳdlo	czech	rydlo	ˈrɪdlo	ˈrɪdlo	SAME
rỳti	czech	rýti	ˈriːt
rāčìti	czech	ráčiti	ˈraːt͡ʃɪt
rūnò	czech	rouno	ˈrou̯no		IN_WIKTIONARY
rъvàti	czech	rváti	ˈrvaːcɪ
sadìti	czech	saditi	ˈsaɟɪt	ˈsaɟɪtɪ	DIFFERENT
sanь	czech	sáně	saːɲɛ		IN_WIKTIONARY
sȃdъ	czech	sad	ˈsat		IN_WIKTIONARY
sedъlò	czech	sedlo	[ˈsɛdlo]		CORRECTED
serdà	czech	středa	ˈstr̝̊ɛda		IN_WIKTIONARY
sestrà	czech	sestra	ˈsɛstra		IN_WIKTIONARY
sèdmъ	czech	sedmý	ˈsɛdmiː		IN_WIKTIONARY
sèdmь	czech	sedm	sɛdm̩		IN_WIKTIONARY
sěděti	czech	seděti	ˈsɛɟɛt
sěkti	czech	síci	ˈsiːt͡sɪ		IN_WIKTIONARY
sěsti	czech	siesti	ˈsɪjɛst	ˈsɪɛscɪ	DIFFERENT
sětь	czech	sítʹ	ˈsiːt
sě̀jati	czech	síti	ˈsiːcɪ		IN_WIKTIONARY
sě̀mę	czech	símě	ˈsiːmɲɛ
sě̀nь	czech	síň	ˈsiːɲ		IN_WIKTIONARY
sě̀ti	czech	síti	ˈsiːcɪ		IN_WIKTIONARY
sě̀verъ	czech	sever	ˈsɛvɛr		IN_WIKTIONARY
sě̄dló	czech	sídlo	ˈsiːdlo		IN_WIKTIONARY
sě̑no	czech	seno	ˈsɛno		IN_WIKTIONARY
sęgnǫti	czech	sáhnouti	ˈsaːɦnou̯t
sęgti	czech	dosíci	ˈdosiːt͡sɪ		IN_WIKTIONARY
sęknǫti	czech	sáknouti	ˈsaːknou̯t
sìla	czech	síla	ˈsiːla		IN_WIKTIONARY
sìto	czech	síto	ˈsiːto		IN_WIKTIONARY
sìvъ	czech	sivý	ˈsɪviː		IN_WIKTIONARY
skorà	czech	skůra	ˈskuːra
skòra	czech	skůra	ˈskuːra
slàbъ	czech	slabý	ˈslabiː		IN_WIKTIONARY
slàva	czech	sláva	ˈslaːva		IN_WIKTIONARY
slimakъ	czech	slimák	ˈslɪmaːk		IN_WIKTIONARY
slìna	czech	slina	[ˈslɪna]		CORRECTED
slìva	czech	slíva	ˈsliːva		IN_WIKTIONARY
slȍvo	czech	slovo	ˈslovo		IN_WIKTIONARY
slǫ̀ka	czech	s. lesní	sa lɛsɲiː
sluti	czech	slouti	ˈslou̯t	ˈslou̯cɪ	DIFFERENT
slùšati	czech	slušeti	ˈsluʃɛt	ˈsluʃɛcɪ	DIFFERENT
slȗxъ	czech	sluch	ˈslux		IN_WIKTIONARY
slỳšati	czech	slyšeti	[ˈslɪʃɛt]		CORRECTED
směxъ	czech	smích	smiːx		IN_WIKTIONARY
smȏrdъ	czech	smrad	ˈsm̩rat		IN_WIKTIONARY
smьjàti sę	czech	smáti se	smaːtɪ sɛ
smьrdě̀ti	czech	smrděti	ˈsmr̩ɟɛcɪ
sněgъ	czech	sníh	sɲiːx		IN_WIKTIONARY
snuti	czech	snouti	ˈsnou̯t	ˈsnou̯cɪ	DIFFERENT
snъxà	czech	snacha	ˈsnaxa		IN_WIKTIONARY
sokъ	czech	sok	ˈsok		IN_WIKTIONARY
solnъ	czech	slaný	ˈslaniː		IN_WIKTIONARY
soltina	czech	slatina	ˈslacɪna		IN_WIKTIONARY
sovati	czech	souvati	ˈsou̯vat	ˈsou̯vatɪ	DIFFERENT
sovà	czech	sova	ˈsova		IN_WIKTIONARY
soxà	czech	socha	ˈsoxa		IN_WIKTIONARY
sòldъkъ	czech	sladký	ˈslatkiː		IN_WIKTIONARY
sòlma	czech	sláma	ˈslaːma		IN_WIKTIONARY
sȏkъ	czech	sok	ˈsok		IN_WIKTIONARY
sȏlpъ	czech	slap	ˈslap	ˈslap	SAME
sȏlь	czech	su̥l	suː	ˈsu	DIFFERENT
sǫ-	czech	sou-	ˈsou̯		IN_WIKTIONARY
sǫditi	czech	souditi	ˈsou̯ɟɪt	ˈsou̯ɟɪtɪ	DIFFERENT
sǫ́dъ	czech	soud	sɔʊ̯t		IN_WIKTIONARY
sǫ̑kъ	czech	suk	ˈsuk		IN_WIKTIONARY
spěšiti	czech	spíšiti	ˈspiːʃɪt
spě̀ti	czech	spěti	ˈspjɛcɪ
spě̑xъ	czech	spěch	ˈspjɛx		IN_WIKTIONARY
stàdo	czech	stádo	ˈstaːdo		IN_WIKTIONARY
stàrъ	czech	starý	ˈstariː		IN_WIKTIONARY
stàti sę	czech	státi se	staːtɪ sɛ
stàviti	czech	staviti	ˈstavɪt	ˈstavɪtɪ	DIFFERENT
stȃnъ	czech	stan	ˈstan	ˈstan	SAME
stenàti	czech	sténati	ˈstɛːnat
stergti	czech	stříci	ˈstr̝̊iːt͡sɪ
stě̀nь	czech	stín	sciːn		IN_WIKTIONARY
stìgnǫti	czech	stihnouti	ˈstɪɦnou̯t	ˈscɪɦnou̯tɪ	DIFFERENT
stogъ	czech	stoh	ˈstox		IN_WIKTIONARY
stojati	czech	státi	ˈstaːt
stonъ	czech	ston	ˈston	ˈston	SAME
stornà	czech	strana	ˈstrana		IN_WIKTIONARY
stòlъ	czech	stu̥l	ˈstuː	ˈstu	DIFFERENT
strǫkъ	czech	struk	ˈstruk		IN_WIKTIONARY
strȗpъ	czech	strup	ˈstrup		IN_WIKTIONARY
studènъ	czech	studený	ˈstudɛniː		IN_WIKTIONARY
studìti	czech	studiti	ˈstuɟɪt	ˈstuɟɪtɪ	DIFFERENT
studъ	czech	stud	[ˈstut]		CORRECTED
stỳdnǫti	czech	stydnouti	ˈstɪdnou̯t	ˈstɪdnou̯tɪ	DIFFERENT
stьblò	czech	stéblo	ˈstɛːblo		IN_WIKTIONARY
stьdzà	czech	stezka	ˈstɛska		IN_WIKTIONARY
stьlati	czech	stláti	ˈstlaːcɪ
sunǫti	czech	sunouti	[ˈsunou̯t]		CORRECTED
suti	czech	souti	ˈsou̯t	ˈsou̯cɪ	DIFFERENT
sušìti	czech	sušiti	ˈsuʃɪt	ˈsuʃɪcɪ	DIFFERENT
sȗxъ	czech	suchý	ˈsuxiː		IN_WIKTIONARY
svekrъ	czech	svekr	ˈsvɛkr̩	ˈsvɛkr̩	SAME
svě̄tjà	czech	svíce	ˈsviːt͡sɛ		IN_WIKTIONARY
svě̑tъ	czech	svět	svjɛt		IN_WIKTIONARY
svętъ	czech	svatý	ˈsvatiː		IN_WIKTIONARY
svinьjà	czech	svině	ˈsvɪɲɛ		IN_WIKTIONARY
svȏrbъ	czech	svrab	ˈsvrap		IN_WIKTIONARY
svьrběti	czech	svrběti	ˈsvr̩bjɛcɪ
sỳpati	czech	sypati	ˈsɪpat	ˈsɪpatɪ	DIFFERENT
sỳrъ	czech	sýr	siːr		IN_WIKTIONARY
sỳtъ	czech	sytý	ˈsɪtiː		IN_WIKTIONARY
sỳtъjь	czech	sytý	ˈsɪtiː		IN_WIKTIONARY
sy̑nъ	czech	syn	sɪn		IN_WIKTIONARY
śěrъ	czech	šerý	ˈʃɛriː
sъ	czech	s	s		IN_WIKTIONARY
sъdòrvъ	czech	zdravý	ˈzdraviː		IN_WIKTIONARY
sъlàti	czech	sláti	ˈslaːcɪ
sъlojь	czech	sloj	ˈslɔj		IN_WIKTIONARY
sъmè̌ti	czech	směti	ˈsm̩ɲɛcɪ
sъmьrtь	czech	smrt	smr̩t		IN_WIKTIONARY
sъn	czech	s	s		IN_WIKTIONARY
sъpati	czech	spáti	ˈspaːt
sъporъ	czech	spor	[ˈspor]		CORRECTED
sъsàti	czech	sáti	ˈsaːt
sъtȏ	czech	sto	sto		IN_WIKTIONARY
sъxnǫti	czech	schnouti	ˈsxnou̯t	ˈsxnou̯tɪ	DIFFERENT
sъ̀nъ	czech	sen	sɛn		IN_WIKTIONARY
sъ̏lnьce	czech	slunce	ˈslunt͡sɛ		IN_WIKTIONARY
sьcati	czech	scáti	ˈst͡saːcɪ
sьrna	czech	srna	ˈsr̩na		IN_WIKTIONARY
sьršenь	czech	sršeň	ˈsr̩ʃɛɲ
sь̑rdьce	czech	srdce	ˈsr̩t͡sɛ		IN_WIKTIONARY
tajìti	czech	tajíti	ˈtajiːt
tàjati	czech	táti	ˈtaːt
tekti	czech	téci	ˈtɛːt͡sɪ		IN_WIKTIONARY
telktì	czech	tlouci	ˈtlou̯t͡sɪ	ˈtlou̯t͡sɪ	SAME
tenetò	czech	teneto	ˈtɛnɛto	ˈtɛnɛto	SAME
teplъ	czech	teplý	ˈtɛpliː		IN_WIKTIONARY
tesàti	czech	tesati	ˈtɛsat	ˈtɛsatɪ	DIFFERENT
tesъ	czech	tes	ˈtɛs	ˈtɛs	SAME
teti	czech	tepati	ˈtɛpacɪ		IN_WIKTIONARY
tèrti	czech	tříti	ˈtr̝̊iːcɪ
těnь	czech	tín	ˈciːn
těsnъ	czech	těsný	ˈcɛsniː		IN_WIKTIONARY
tě̀mę	czech	témě	ˈtɛːmɲɛ
tě̑sto	czech	těsto	cɛsto		IN_WIKTIONARY
tęgnǫti	czech	táhnouti	ˈtaːɦnou̯t
tęti	czech	títi	ˈciːcɪ
tęžъkъ	czech	těžký	ˈcɛʃkiː		IN_WIKTIONARY
topìti	czech	topiti	ˈtopɪt	ˈtopɪtɪ	DIFFERENT
tȏkъ	czech	tok	ˈtok	ˈtok	SAME
tǫ̑gъ	czech	tuhý	ˈtuɦiː		IN_WIKTIONARY
tretь	czech	třetí	ˈtr̝̊ɛciː		IN_WIKTIONARY
tręsti	czech	třásti	ˈtr̝̊aːscɪ
trǫdъ	czech	troud	ˈtrou̯t		IN_WIKTIONARY
trudъ	czech	trud	ˈtrut	ˈtrut	SAME
trȗpъ	czech	trup	ˈtrup		IN_WIKTIONARY
trāvà	czech	tráva	ˈtraːva		IN_WIKTIONARY
trāvìti	czech	tráviti	ˈtraːvɪt
trъ̑stь	czech	trestʹ	ˈtrɛst
tučьnъ	czech	tučný	ˈtut͡ʃniː		IN_WIKTIONARY
tȗkъ	czech	tuk	ˈtuk		IN_WIKTIONARY
tȗrъ	czech	tur	ˈtur		IN_WIKTIONARY
tvȃrь	czech	tvář	tvaːr̝̊		IN_WIKTIONARY
tvorìti	czech	tvořiti	ˈtvor̝ɪt
tvorъ	czech	tvor	[ˈtvor]		CORRECTED
tvь̑rdъ	czech	tvrdý	ˈtvr̩diː		IN_WIKTIONARY
ty	czech	ty	ˈtɪ	ˈtɪ	SAME
tỳlъ	czech	týl	ˈtiːl		IN_WIKTIONARY
tỳti	czech	týti	ˈtiːt
tǭgà	czech	touha	ˈtou̯ɦa		IN_WIKTIONARY
tъ	czech	ten	ˈtɛn		IN_WIKTIONARY
tъrgati	czech	trhati	[ˈtr̩ɦat]		CORRECTED
tьlěti	czech	tlíti	ˈtliːcɪ
tьma	czech	tma	ˈtma		IN_WIKTIONARY
tь̏nьkъ	czech	tenký	ˈtɛŋkiː		IN_WIKTIONARY
užasъ	czech	úžas	ˈuːʒas		IN_WIKTIONARY
vaditi sę	czech	v. se	f
varìti	czech	vařiti	ˈvar̝ɪt
vasъ	czech	vás	ˈvaːs		IN_WIKTIONARY
vȃrъ	czech	var	[ˈvar]		CORRECTED
vedro	czech	vedro	ˈvɛdro		IN_WIKTIONARY
velě̀ti	czech	veleti	ˈvɛlɛt	ˈvɛlɛcɪ	DIFFERENT
velìkъ	czech	veliký	ˈvɛlɪkiː		IN_WIKTIONARY
velkti	czech	vléci	ˈvlɛːt͡sɪ		IN_WIKTIONARY
velьkъ	czech	velký	ˈvɛlkiː		IN_WIKTIONARY
velьmi	czech	velmi	ˈvɛlmɪ		IN_WIKTIONARY
verslò	czech	povříslo	ˈpovr̝iːslo
vertenò	czech	vřeteno	ˈvr̝ɛtɛnɔ		IN_WIKTIONARY
veslò	czech	veslo	ˈvɛslo		IN_WIKTIONARY
vesnà	czech	vesna	ˈvɛsna	ˈvɛsna	SAME
vesti	czech	vésti	ˈvɛːst
vetъxъ	czech	vetchý	ˈvɛtxiː
veztì	czech	vézti	ˈvɛːst
věděti	czech	věděti	ˈvjɛɟɛcɪ
vědrò	czech	vědro	ˈvjɛdro		IN_WIKTIONARY
vě̀jati	czech	váti	ˈvaːcɪ
vě̀ko	czech	víko	ˈviːko		IN_WIKTIONARY
vě̀ra	czech	víra	ˈviːra		IN_WIKTIONARY
vě̀trъ	czech	vítr	ˈviːtr̩		IN_WIKTIONARY
vě̑no	czech	věno	ˈvjɛno		IN_WIKTIONARY
vȅčerъ	czech	večer	ˈvɛt͡ʃɛr		IN_WIKTIONARY
vę̀dnǫti	czech	vadnouti	[ˈvadnou̯t]		CORRECTED
vę̄zàti	czech	vázati	ˈvaːzat
virъ	czech	vír	ˈviːr		IN_WIKTIONARY
viti	czech	víti	ˈviːcɪ
vixъrъ	czech	vichr	ˈvɪxr̩		IN_WIKTIONARY
vìděti	czech	viděti	ˈvɪɟɛt
vȋdъ	czech	vid	ˈvɪt		IN_WIKTIONARY
vodà	czech	voda	ˈvoda		IN_WIKTIONARY
vodìti	czech	voditi	ˈvoɟɪt	ˈvoɟɪtɪ	DIFFERENT
vojьna	czech	vojna	ˈvojna		IN_WIKTIONARY
voliti	czech	voliti	ˈvolɪt	ˈvolɪtɪ	DIFFERENT
volknò	czech	vlákno	ˈvlaːkno		IN_WIKTIONARY
volsti	czech	vlásti	ˈvlaːscɪ
volstь	czech	vlastʹ	ˈvlast
volžiti	czech	vlažiti	ˈvlaʒɪt	ˈvlaʒɪtɪ	DIFFERENT
vorta	czech	vrata	ˈvrata	ˈvrata	SAME
vortìti	czech	vrátiti	ˈvraːcɪt
voskъ	czech	vosk	ˈvosk		IN_WIKTIONARY
vozìti	czech	voziti	[ˈvozɪt]		CORRECTED
vòlga	czech	vláha	ˈvlaːɦa
vòl̨a	czech	vu̥le	ˈvuːzlɛ	ˈvuːlɛ	DIFFERENT
vòrna	czech	vrána	vraːna		IN_WIKTIONARY
vȏlkъ	czech	vlak	vlak		IN_WIKTIONARY
vȏlsъ	czech	vlas	vlas		IN_WIKTIONARY
vȏrgъ	czech	vrah	ˈvrax		IN_WIKTIONARY
vȏzъ	czech	vu̥z	ˈvu	ˈvu	SAME
vy	czech	vy	ˈvɪ	ˈvɪ	SAME
vy-	czech	vy-	ˈvɪ	ˈvɪ	SAME
vysòkъ	czech	vysoký	ˈvɪsokiː		IN_WIKTIONARY
vỳknǫti	czech	vyknouti	ˈvɪknou̯t	ˈvɪknou̯tɪ	DIFFERENT
vỳmę	czech	výmě	ˈviːmɲɛ
v̀ydra	czech	vydra	ˈvɪdra		IN_WIKTIONARY
vъ	czech	v	v		IN_WIKTIONARY
vъn	czech	v	v		IN_WIKTIONARY
vъnùkъ	czech	vnuk	ˈvnuk		IN_WIKTIONARY
vъnъ	czech	ven	ˈvɛn		IN_WIKTIONARY
vъpìti	czech	úpěti	ˈuːpjɛcɪ
vъ̑šь	czech	veš	ˈvɛʃ		IN_WIKTIONARY
vьdovà	czech	vdova	ˈvdova		IN_WIKTIONARY
vьlgъkъ	czech	vlhký	ˈvl̩xkiː		IN_WIKTIONARY
vьlnà	czech	vlna	ˈvl̩na		IN_WIKTIONARY
vьrěti	czech	vříti	ˈvr̝iːcɪ
vьrgnǫti	czech	vrhnouti	ˈvr̩ɦnou̯t	ˈvr̩ɦnou̯cɪ	DIFFERENT
vьrtě̀ti	czech	vrtěti	ˈvr̩cɛcɪ
vьsь	czech	ves	vɛs		IN_WIKTIONARY
vьčera	czech	včera	ˈvt͡ʃɛra		IN_WIKTIONARY
vь̀lna	czech	vlna	ˈvl̩na		IN_WIKTIONARY
vь̀rxъ	czech	vrch	[ˈvr̩x]		CORRECTED
vь̀rša	czech	vrše	[ˈvr̩ʃɛ]		CORRECTED
vь̑lkъ	czech	vlk	vl̩k		IN_WIKTIONARY
xabiti	czech	chabiti	ˈxabɪt	ˈxabɪtɪ	DIFFERENT
xabъ	czech	chabý	ˈxabiː
xabьnъ	czech	chabný	ˈxabniː
xlě̀bъ	czech	chléb	ˈxlɛːp
xlǫdъ	czech	chloud	ˈxlou̯t	ˈxlou̯t	SAME
xoditi	czech	choditi	ˈxoɟɪt	ˈxoɟɪtɪ	DIFFERENT
xoldьnъ	czech	chladný	ˈxladniː		IN_WIKTIONARY
xomǫtъ	czech	chomout	ˈxomou̯t		IN_WIKTIONARY
xorniti	czech	chrániti	ˈxraːnɪt
xȏdъ	czech	chod	xot		IN_WIKTIONARY
xȏldъ	czech	hlad	[ˈɦlat]		CORRECTED
xromъ	czech	chromý	ˈxromiː		IN_WIKTIONARY
xȗdъ	czech	chudý	ˈxudiː		IN_WIKTIONARY
xvorstьje	czech	chrastí	ˈxrasciː
xvorъ	czech	chorý	ˈxoriː		IN_WIKTIONARY
xvórstъ	czech	chrast	ˈxrast	ˈxrast	SAME
za	czech	za	za		IN_WIKTIONARY
zar̨à	czech	záře	ˈzaːr̝ɛ		IN_WIKTIONARY
zaverti	czech	zavříti	ˈzavr̝iːcɪ
zelènъ	czech	zelený	ˈzɛlɛniː		IN_WIKTIONARY
zelьje	czech	zelí	ˈzɛliː		IN_WIKTIONARY
zeml̨à	czech	země	ˈzɛmɲɛ		IN_WIKTIONARY
zěvati	czech	zívati	ˈziːvat
zębnǫti	czech	zábnouti	ˈzaːbnou̯t
zęti	czech	zábsti	ˈzaːpscɪ
zę̀tь	czech	zetʹ	ˈzɛtʲ
zmьjà	czech	zmije	ˈzmɪjɛ		IN_WIKTIONARY
znamenьje	czech	znamení	ˈznamɛɲiː		IN_WIKTIONARY
znàti	czech	znáti	ˈznaːt
znojь	czech	znoj	ˈznoj	ˈznoj	SAME
znьjati	czech	zňat	ˈzɲat
zobàti	czech	zobati	ˈzobat	ˈzobatɪ	DIFFERENT
zȍlto	czech	zlato	[ˈzlato]		CORRECTED
zȏrkъ	czech	zrak	[ˈzrak]		CORRECTED
zīmà	czech	zima	ˈzɪma		IN_WIKTIONARY
zъlъ	czech	zlý	ˈzliː		IN_WIKTIONARY
zъvati	czech	zváti	ˈzvaːt
zьlčь	czech	žluč	ˈʒlut͡ʃ		IN_WIKTIONARY
zьrěti	czech	zráti	ˈzraːcɪ
zь̀rno	czech	zrno	ˈzr̩no		IN_WIKTIONARY
čadъ	czech	čad	ˈt͡ʃat	ˈt͡ʃat	SAME
čarodějь	czech	čaroděj	ˈt͡ʃaroɟɛj		IN_WIKTIONARY
čarъ	czech	čáry	ˈt͡ʃaːrɪ		IN_WIKTIONARY
čàsъ	czech	čas	t͡ʃas		IN_WIKTIONARY
čekati	czech	čekati	[ˈt͡ʃɛkat]		CORRECTED
čelověkъ	czech	člověk	ˈt͡ʃlovjɛk		IN_WIKTIONARY
čelò	czech	čelo	ˈt͡ʃɛlo		IN_WIKTIONARY
čel̨adь	czech	čeledʹ	ˈt͡ʃɛlɛt
čemerъ	czech	čemer	[ˈt͡ʃɛmɛr]		CORRECTED
čerdìti	czech	tříditi	ˈtr̝̊iːɟɪt
černovъ	czech	třenový 	tr̝̊ɛnoviː o bjɛt͡sɛ
černь	czech	třeň	ˈtr̝̊ɛɲ
čerpti	czech	čříti	ˈt͡ʃr̝iːcɪ
čerslò	czech	tříslo	ˈtr̝̊iːslo		IN_WIKTIONARY
červьje	czech	třevo	ˈtr̝̊ɛvo
česàti	czech	česati	ˈt͡ʃɛsat	ˈt͡ʃɛsatɪ	DIFFERENT
četvьrtъ	czech	čtvrtý	t͡ʃtvr̩tiː		IN_WIKTIONARY
četỳre	czech	čtyři	ˈt͡ʃtɪr̝ɪ		IN_WIKTIONARY
čȇrpъ	czech	třep	ˈtr̝̊ɛp
čȇrvo	czech	střevo	str̝̊ɛvo		IN_WIKTIONARY
čęstъ	czech	častý	ˈt͡ʃastiː		IN_WIKTIONARY
čę̑stь	czech	část	ˈt͡ʃaːst		IN_WIKTIONARY
či	czech	či	ˈt͡ʃɪ		IN_WIKTIONARY
činìti	czech	činiti	ˈt͡ʃɪnɪt	ˈt͡ʃɪɲɪtɪ	DIFFERENT
čisti	czech	čísti	ˈt͡ʃiːst
čitati	czech	čítati	ˈt͡ʃiːtat
čìstiti	czech	čistiti	ˈt͡ʃɪscɪt	ˈt͡ʃɪscɪtɪ	DIFFERENT
čìstъ	czech	čistý	ˈt͡ʃɪstiː		IN_WIKTIONARY
čȋnъ	czech	čin	tʃɪn		IN_WIKTIONARY
čuditi sę	czech	čuditi se	t͡ʃuɟɪt	ˈt͡ʃuɟɪtɪ sɛ	DIFFERENT
čùti	czech	číti	ˈt͡ʃiːcɪ
čьrmьnъ	czech	čermný	ˈt͡ʃɛrmniː
čьrpati	czech	čerpati	ˈt͡ʃɛrpat	ˈt͡ʃɛrpatɪ	DIFFERENT
čьrstvъ	czech	črstvý	ˈt͡ʃr̩stviː
čьrtà	czech	črta	ˈt͡ʃr̩ta		IN_WIKTIONARY
čьrvь	czech	červ	ˈt͡ʃɛrf		IN_WIKTIONARY
čь̀rnъ	czech	černý	ˈt͡ʃɛrniː		IN_WIKTIONARY
čь̑stь	czech	čest	ˈt͡ʃɛst		IN_WIKTIONARY
ę̄drò	czech	jádro	ˈjaːdro		IN_WIKTIONARY
ę̄trò	czech	játra	ˈjaːtra		IN_WIKTIONARY
ǭtròba	czech	útroba	ˈuːtroba
šȇstъ	czech	šestý	ˈʃɛstiː		IN_WIKTIONARY
šȇstь	czech	šest	ʃɛst		IN_WIKTIONARY
šìti	czech	šíti	ˈʃiːcɪ
ščenę	czech	štěně	ˈʃcɛɲɛ		IN_WIKTIONARY
ščítъ	czech	štít	ˈʃciːt		IN_WIKTIONARY
ūstà	czech	ústa	ˈuːsta		IN_WIKTIONARY
ūzdà	czech	uzda	ˈuzda		IN_WIKTIONARY
žalь	czech	žal	ʒal		IN_WIKTIONARY
žarъ	czech	žár	ʒaːr		IN_WIKTIONARY
žàba	czech	žába	ʒaːba		IN_WIKTIONARY
že	czech	že	ʒɛ		IN_WIKTIONARY
žegti	czech	žéci	ˈʒɛːt͡sɪ
želěti	czech	želeti	ˈʒɛlɛt	ˈʒɛlɛcɪ	DIFFERENT
želě̀zo	czech	železo	[ˈʒɛlɛzo]		CORRECTED
želǫdъkъ	czech	žaludek	ˈʒaludɛk		IN_WIKTIONARY
žely	czech	želva	ʒɛlva		IN_WIKTIONARY
želza	czech	žláza	ˈʒlaːza		IN_WIKTIONARY
ženà	czech	žena	ˈʒɛna		IN_WIKTIONARY
žeravъ	czech	žeravý	ˈʒɛraviː
žerbьjь	czech	hřeb	ˈɦr̝ɛp
žerdlò	czech	žřídlo	ˈʒr̝iːdlo
žę̄dàti	czech	žádati	ˈʒaːdat
žȅlǫdь	czech	žalud	ˈʒalut		IN_WIKTIONARY
žędьnъ	czech	žádný	ˈʒaːdniː
žęti	czech	žíti	ˈʒiːcɪ
žę̀tva	czech	žatva	ˈʒatva	ˈʒatva	SAME
židъkъ	czech	židký	ˈʒɪtkiː
živìca	czech	živice	ˈʒɪvɪt͡sɛ	ˈʒɪvɪt͡sɛ	SAME
živòtъ	czech	život	ˈʒɪvot	ˈʒɪvot	SAME
žìla	czech	žíla	ˈʒiːla		IN_WIKTIONARY
žìti	czech	žíti	ˈʒiːcɪ
žȋvъ	czech	živý	ˈʒɪviː		IN_WIKTIONARY
žuriti	czech	zuřiti	ˈzur̝ɪt
žьlna	czech	ž. zelená	ʃt zɛlɛnaː
žьltъ	czech	žlutý	ˈʒlutiː		IN_WIKTIONARY
žьvàti	czech	žváti	ˈʒvaːcɪ
arьmò	czech	jařmo	ˈjar̝mo		IN_WIKTIONARY
àblo	czech	jablo	ˈjablo	ˈjablo	SAME
àblonь	czech	jabloň	ˈjabloɲ		IN_WIKTIONARY
àblъkъ	czech	jablko	jabl̩ko		IN_WIKTIONARY
àstrę̄bъ	czech	jestřáb	ˈjɛstr̝̊aːp		IN_WIKTIONARY
ȁsenъ	czech	jasan	ˈjasan		IN_WIKTIONARY
basnь	czech	báseň	ˈbaːsɛɲ		IN_WIKTIONARY
bobrъ	czech	bobr	ˈbobr̩		IN_WIKTIONARY
bedrò	czech	bedra	[ˈbɛdra]		CORRECTED
bolnъ	czech	blín	ˈbliːn		IN_WIKTIONARY
belnovati	czech	blenovati	ˈblɛnovat	ˈblɛnovatɪ	DIFFERENT
blekotъ	czech	blekot	[ˈblɛkot]		CORRECTED
bliskati sę	czech	blýskati se	bliːskatɪ sɛ
blizna	czech	blizna	[ˈblɪzna]		CORRECTED
blizъkъ	czech	blizý	ˈblɪziː
boln̨a	czech	blaňa	ˈblaɲa
bràtrъ	czech	bratr	[ˈbratr̩]		CORRECTED
bràtьja	czech	bratří	ˈbratr̝̊iː
br̨ȗxъ	czech	břicho	ˈbr̝ɪxo		IN_WIKTIONARY
bъrtь	czech	brtʹ	ˈbr̩t
dalь	czech	dál	daːl		IN_WIKTIONARY
dę̄snь	czech	dáseň	ˈdaːsɛɲ		IN_WIKTIONARY
drevě	czech	dřív	ˈdr̝iːf		IN_WIKTIONARY
drevьnъ	czech	dřevný	ˈdr̝ɛvniː
dristati	czech	dřístati	ˈdr̝iːstat
drobězgъ	czech	drobesk	ˈdrobɛsk	ˈdrobɛsk	SAME
droždžьje	czech	droždí	ˈdroʒɟiː		IN_WIKTIONARY
drьkolьje	czech	drkolí	ˈdr̩koliː
dupa	czech	doupa	ˈdou̯pa	ˈdou̯pa	SAME
ebàti	czech	jebati	ˈjɛbat	ˈjɛbatɪ	DIFFERENT
edinakъ	czech	jedinaký	ˈjɛɟɪnakiː
